date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:41:13	162854/162854	---M--	200	added ('OK')	text/css	etag:%2227c26-4e6640f521bc0%22	http://www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/style.css	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/style.css	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:15	2637/2637	---M--	200	added ('OK')	text/css	etag:%22a4d-4e6640f521bc0%22	http://www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/css/primary-blue.css	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/css/primary-blue.css	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:15	12914/12914	---M--	200	added ('OK')	text/css	etag:%223272-4e6640f521bc0%22	http://www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/css/_mobile.css	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/themes/Sterling/css/_mobile.css	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:16	5430/5430	---M--	200	added ('OK')	image/x-icon	etag:%221536-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/favicon.ico	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/favicon.ico	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:17	729/729	---MC-	200	added ('OK')	text/css	date:Wed,%2029%20Jan%202020%2016:41:17%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:300,400,600&lang=en-SG	/home/drsarutobi/websites/www.bizvelocity.biz/fonts.googleapis.com/csse950.css	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:18	186/186	---MC-	200	added ('OK')	text/css	date:Wed,%2029%20Jan%202020%2016:41:18%20GMT	http://fonts.googleapis.com/css?family=Arvo	/home/drsarutobi/websites/www.bizvelocity.biz/fonts.googleapis.com/css8b9d.css	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:19	1386/1386	---M--	200	added ('OK')	image/png	etag:%2256a-5734a04a13080%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-32x32.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-32x32.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:20	18876/18876	---M--	200	added ('OK')	image/png	etag:%2249bc-5734a04a13080%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-192x192.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-192x192.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:21	55123/55123	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:18%20GMT	http://www.bizvelocity.biz/wordpress/home-th/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/home-th/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:23	18295/18295	---M--	200	added ('OK')	image/png	etag:%224777-5734a04a13080%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-180x180.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/cropped-clover.icon-1-180x180.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:23	44786/44786	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:18%20GMT	http://www.bizvelocity.biz/wordpress/home-zh/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/home-zh/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:23	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jan%202020%2016:41:22%20GMT	http://www.bizvelocity.biz/wordpress/home-en	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/home-en.1d.delayed	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:25	13158/13158	---M--	200	added ('OK')	image/png	etag:%223366-573089d4487c0%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/BizVelocity-logo-4.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/BizVelocity-logo-4.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:27	33947/33947	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:24%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:28	35758/35758	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:24%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/bizstandard-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/bizstandard-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:29	35924/35924	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:25%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/bizproduction-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/bizproduction-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:30	36174/36174	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:28%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/bizpos-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/bizpos-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:30	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jan%202020%2016:41:27%20GMT	http://www.bizvelocity.biz/wordpress/contact-us-th	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/contact-us-th.20.delayed	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:31	35485/35485	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:29%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/bizservice-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/bizservice-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:32	34386/34386	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:30%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:33	36058/36058	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:30%20GMT	http://www.bizvelocity.biz/wordpress/solutions-en/bizquality-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/solutions-en/bizquality-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:36	83807/83807	---M--	200	added ('OK')	image/jpeg	etag:%221475f-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/multiLang_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/multiLang_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:42	59198/59198	---M--	200	added ('OK')	image/jpeg	etag:%22e73e-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/costAnalysis_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/costAnalysis_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:47	77864/77864	---M--	200	added ('OK')	image/jpeg	etag:%2213028-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/productionPlanning_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/productionPlanning_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:49	64222/64222	---M--	200	added ('OK')	image/jpeg	etag:%22fade-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/salesAnalysis_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/salesAnalysis_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:52	34509/34509	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:41:49%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/foods-beverage-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/foods-beverage-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:41:54	113243/113243	---M--	200	added ('OK')	image/jpeg	etag:%221ba5b-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/collaboration_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/collaboration_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:02	92595/92595	---M--	200	added ('OK')	image/jpeg	etag:%22169b3-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/anywhereAnytime_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/anywhereAnytime_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:10	113914/113914	---M--	200	added ('OK')	image/jpeg	etag:%221bcfa-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/qualityManagement_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/qualityManagement_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:13	107188/107188	---M--	200	added ('OK')	image/jpeg	etag:%221a2b4-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/cloudReady_445x273.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/cloudReady_445x273.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:16	23055/23055	---M--	200	added ('OK')	image/jpeg	etag:%225a0f-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/13613199-computer-keyboard-e-learning-concept.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/13613199-computer-keyboard-e-learning-concept.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:22	21475/21475	---M--	200	added ('OK')	image/jpeg	etag:%2253e3-4f1337b3c0600%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/worakorn_jakpetch.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/worakorn_jakpetch.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:28	133217/133217	---M--	200	added ('OK')	image/jpeg	etag:%2220861-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/celebrating-success.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/celebrating-success.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:32	41373/41373	---M--	200	added ('OK')	image/png	etag:%22a19d-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/taweesakSalom-150x150.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/taweesakSalom-150x150.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:36	31076/31076	---M--	200	added ('OK')	image/png	etag:%227964-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/ei-150x150.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/ei-150x150.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:39	29093/29093	---M--	200	added ('OK')	image/png	etag:%2271a5-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/sarc-150x150.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/sarc-150x150.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:42	5460/5460	---M--	200	added ('OK')	image/gif	etag:%221554-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/eiLogo.gif	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/eiLogo.gif	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:45	162737/162737	---M--	200	added ('OK')	image/jpeg	etag:%2227bb1-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/howMayIHelpYou.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/howMayIHelpYou.jpg	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:45	44943/44943	---M--	200	added ('OK')	image/png	etag:%22af8f-4e66e085dd200%22	http://www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/bunjerd-150x150.png	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/2012/11/bunjerd-150x150.png	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:45	32216/32216	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jan%202020%2016:42:42%20GMT	http://www.bizvelocity.biz/wordpress/wp-content/uploads/%e0%b8%99%e0%b8%b4%e0%b8%a7%e0%b9%81%e0%b8%aa%e0%b8%87%e0%b8%8a%e0%b8%b1%e0%b8%a2.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/%e0%b8%99%e0%b8%b4%e0%b8%a7%e0%b9%81%e0%b8%aa%e0%b8%87%e0%b8%8a%e0%b8%b1%e0%b8%a2.32.delayed	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:47	34801/34801	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:42:45%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/construction-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/construction-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:49	34830/34830	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:42:45%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/metal-processing-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/metal-processing-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:49	35136/35136	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:42:46%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/electronics-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/electronics-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:49	32108/32108	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jan%202020%2016:42:47%20GMT	http://www.bizvelocity.biz/wordpress/wp-content/uploads/%e0%b9%80%e0%b8%99%e0%b8%aa%e0%b9%82%e0%b8%84.jpg	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/wp-content/uploads/%e0%b9%80%e0%b8%99%e0%b8%aa%e0%b9%82%e0%b8%84.33.delayed	(from http://www.bizvelocity.biz/wordpress/home-en/)
23:42:51	35122/35122	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202020%2016:42:49%20GMT	http://www.bizvelocity.biz/wordpress/industry-en/wholesale-retail-en/	/home/drsarutobi/websites/www.bizvelocity.biz/www.bizvelocity.biz/wordpress/industry-en/wholesale-retail-en/index.html	(from http://www.bizvelocity.biz/wordpress/home-en/)
